Player,Gross P/W (GBP/EUR),Gross P/W (USD),Gross P/Min(USD),Gross P/Y  (GBP/EUR),Gross P/Y (USD),Gross P/Y  (GBP/EUR) BONUS,Signed,Gross Remaining (USD),Status,Pos.,Pos.,Age,Country,Club,Competition,
Nacho Vidal,16731,18069.48,1.792607143,870000,939600,,43294,#REF!,Reserve,D,RB,29,Spain,Osasuna,La Liga,
Víctor Meseguer,16731,18069.48,1.792607143,870000,939600,,45474,#REF!,Reserve,M,CM,25,Spain,Valladolid,La Liga,
Kilian Fischer,16731,18069.48,1.792607143,870000,939600,,44743,#REF!,Reserve,D,RB,23,Germany,VfL Wolfsburg,Bundesliga,
Aihen Muñoz,16538,17861.04,1.771928571,860000,928800,,45233,#REF!,Reserve,D,LB,27,Spain,Real Sociedad,La Liga,
 Onur Ergün                ,14038,17828.26,1.768676587,730000,927100,                 ," Jun 1, 2024      ",#REF!, Starter , M    , DM   ,31, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
Rubén Vargas,16346,17653.68,1.751357143,850000,918000,,44402,#REF!,Reserve,F,LW,26,Switzerland,FC Augsburg,Bundesliga,
Morgan Guilavogui,16346,17653.68,1.751357143,850000,918000,,45499,#REF!,Reserve,F,RW,26,Guinea,FC St. Pauli,Bundesliga,
Siebe Van der Heyden,16346,17653.68,1.751357143,850000,918000,,45125,#REF!,Reserve,D,CB,26,Belgium,Mallorca,La Liga,
Stefano Turati,16346,17653.68,1.751357143,850000,918000,,45527,#REF!,Reserve,K,GK,22,Italy,Monza,Serie A,
Youssouf Sabaly,16346,17653.68,1.751357143,850000,918000,,44378,#REF!,Reserve,D,RB,31,Senegal,Real Betis,La Liga,
Teddy Teuma,16346,17653.68,1.751357143,850000,918000,,45114,#REF!,Reserve,M,CM,30,Malta,Reims,Ligue 1,
Rani Khedira,16346,17653.68,1.751357143,850000,918000,,45033,#REF!,Starter,M,DM,30,Germany,Union Berlin,Bundesliga,
Gerrit Holtmann,16346,17653.68,1.751357143,850000,918000,,44763,#REF!,Reserve,F,LW,29,Philippines,VfL Bochum,Bundesliga,
Skelly Alvero,16346,17653.68,1.751357143,850000,918000,,45474,#REF!,Starter,M,CM,22,France,Werder Bremen,Bundesliga,
 Sivert Mannsverk               ,13846,17584.42,1.744486111,720000,914400,                 ," Sep 1, 2023      ",#REF!, Reserve , M    , DM   ,22, Norway                           ,Ajax,UEFA Europa League,
 Quilindschy Hartman            ,13846,17584.42,1.744486111,720000,914400,                 ," Aug 30, 2023     ",#REF!, Reserve , D    , LB   ,22, Netherlands                      ,Feyenoord,UEFA Champions League,
 Otávio                   ,13846,17584.42,1.744486111,720000,914400,                 ," Jan 31, 2024     ",#REF!, Reserve , D    , CB   ,22, Brazil                           ,Porto,UEFA Europa League,
 Johan Bakayoko                 ,13846,17584.42,1.744486111,720000,914400,                 ," Feb 27, 2023     ",#REF!, Starter , F    , RW   ,21, Belgium                          ,PSV Eindhoven,UEFA Champions League,
 Gustaf Lagerbielke             ,13846,17584.42,1.744486111,720000,914400,                 ," Aug 27, 2024     ",#REF!, Reserve , D    , CB   ,24, Sweden                           ,Twente,UEFA Europa League,
Tomás Conechny,16154,17446.32,1.730785714,840000,907200,,45478,#REF!,Reserve,F,LW,26,Argentina,Alaves,La Liga,
Ado Onaiwu,16154,17446.32,1.730785714,840000,907200,,45166,#REF!,Starter,F,CF,28,Japan,AS Monaco,Ligue 1,
Héctor Fort,16154,17446.32,1.730785714,840000,907200,,45474,#REF!,Reserve,D,RB,18,Spain,Barcelona,La Liga,
Can Uzun,16154,17446.32,1.730785714,840000,907200,,45475,#REF!,Reserve,F,AM,18,Turkey,Eintracht Frankfurt,Bundesliga,
Leandro Cabrera,16154,17446.32,1.730785714,840000,907200,,43850,#REF!,Reserve,D,CB,33,Uruguay,Espanyol,La Liga,
Finn Dahmen,16154,17446.32,1.730785714,840000,907200,,45108,#REF!,Reserve,K,GK,26,Germany,FC Augsburg,Bundesliga,
Manolis Saliakas,16154,17446.32,1.730785714,840000,907200,,45482,#REF!,Starter,D,RB,27,Greece,FC St. Pauli,Bundesliga,
Johannes Eggestein,16154,17446.32,1.730785714,840000,907200,,44743,#REF!,Starter,F,CF,26,Germany,FC St. Pauli,Bundesliga,
Hauke Wahl,16154,17446.32,1.730785714,840000,907200,,45108,#REF!,Starter,D,CB,30,Germany,FC St. Pauli,Bundesliga,
Jasper Cillessen,16154,17446.32,1.730785714,840000,907200,,45474,#REF!,Reserve,K,GK,35,Netherlands,Las Palmas,La Liga,
Jonathan Gradit,16154,17446.32,1.730785714,840000,907200,,44959,#REF!,Reserve,D,CB,31,France,Le Havre,Ligue 1,
Roberto López,16154,17446.32,1.730785714,840000,907200,,45483,#REF!,Starter,F,AM,24,Spain,Leganes,La Liga,
Javi Hernández,16154,17446.32,1.730785714,840000,907200,,45552,#REF!,Starter,D,LB,26,Spain,Leganes,La Liga,
Aymen Barkok,16154,17446.32,1.730785714,840000,907200,,44743,#REF!,Reserve,F,AM,26,Morocco,Mainz 05,Bundesliga,
Antonio Sánchez,16154,17446.32,1.730785714,840000,907200,,45378,#REF!,Reserve,M,CM,27,Spain,Mallorca,La Liga,
Cyle Larin,16154,17446.32,1.730785714,840000,907200,,45141,#REF!,Starter,F,CF,29,Canada,Mallorca,La Liga,
Takuma Asano,16154,17446.32,1.730785714,840000,907200,,45479,#REF!,Reserve,F,RW,29,Japan,Mallorca,La Liga,
Adrián,16154,17446.32,1.730785714,840000,907200,,45481,#REF!,Reserve,K,GK,37,Spain,Real Betis,La Liga,
Anthony Briançon,16154,17446.32,1.730785714,840000,907200,,45455,#REF!,Reserve,D,CB,29,France,Saint-Etienne,Ligue 1,
Ritsu Doan,16154,17446.32,1.730785714,840000,907200,,44747,#REF!,Starter,F,RW,26,Japan,SC Freiburg,Bundesliga,
Patrick Osterhage,16154,17446.32,1.730785714,840000,907200,,45474,#REF!,Starter,M,CM,24,Germany,SC Freiburg,Bundesliga,
Grischa Prömel,16154,17446.32,1.730785714,840000,907200,,44743,#REF!,Reserve,M,CM,29,Germany,TSG Hoffenheim,Bundesliga,
Juanmi Latasa,16154,17446.32,1.730785714,840000,907200,,45518,#REF!,Starter,F,CF,23,Spain,Valladolid,La Liga,
Manuel Riemann,16154,17446.32,1.730785714,840000,907200,,44721,#REF!,Reserve,K,GK,35,Germany,VfL Bochum,Bundesliga,
Diego Conde,16154,17446.32,1.730785714,840000,907200,,45475,#REF!,Starter,K,GK,25,Spain,Villarreal,La Liga,
Alieu Fadera,15962,17238.96,1.710214286,830000,896400,,45518,#REF!,Starter,F,LW,22,The Gambia,Como,Serie A,
Darko Lazović,15962,17238.96,1.710214286,830000,896400,,45481,#REF!,Starter,M,LM,33,Serbia,Hellas Verona,Serie A,
Kirian Rodríguez,15962,17238.96,1.710214286,830000,896400,,45336,#REF!,Reserve,F,AM,28,Spain,Las Palmas,La Liga,
José Campaña,15962,17238.96,1.710214286,830000,896400,,45440,#REF!,Reserve,M,CM,31,Spain,Las Palmas,La Liga,
Samuele Birindelli,15962,17238.96,1.710214286,830000,896400,,44749,#REF!,Reserve,D,RB,25,Italy,Monza,Serie A,
Rubén Peña,15962,17238.96,1.710214286,830000,896400,,44743,#REF!,Reserve,D,RB,33,Spain,Osasuna,La Liga,
Mikael Egill Ellertsson,15962,17238.96,1.710214286,830000,896400,,44952,#REF!,Reserve,M,CM,22,Iceland,Venezia,Serie A,
 Gianluca Prestianni      ,13462,17096.74,1.696105159,700000,889000,                 ," Jan 31, 2024     ",#REF!, Reserve , F    , RW   ,18, Argentina                        ,Benfica,UEFA Champions League,
 Muhammed Şengezer         ,13462,17096.74,1.696105159,700000,889000,                 ," Dec 26, 2022     ",#REF!, Starter , K    , GK   ,27, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
Haris Belkebla,15769,17030.52,1.689535714,820000,885600,,45521,#REF!,Starter,M,CM,30,Algeria,Angers,Ligue 1,
Sinaly Diomandé,15769,17030.52,1.689535714,820000,885600,,45534,#REF!,Starter,D,CB,23,Cote d'Ivoire,AS Monaco,Ligue 1,
Hugo Magnetti,15769,17030.52,1.689535714,820000,885600,,45355,#REF!,Starter,M,CM,26,France,Auxerre,Ligue 1,
Omar Mascarell,15769,17030.52,1.689535714,820000,885600,,45108,#REF!,Starter,M,DM,31,Equatorial Guinea,Mallorca,La Liga,
Mamadou Sarr,15769,17030.52,1.689535714,820000,885600,,45526,#REF!,Reserve,D,CB,19,France,Strasbourg,Ligue 1,
 Antoni Milambo                 ,13269,16851.63,1.67178869,690000,876300,                 ," Jan 16, 2024     ",#REF!, Starter , M    , CM   ,19, Netherlands                      ,Feyenoord,UEFA Champions League,
 Bart van Rooij                 ,13269,16851.63,1.67178869,690000,876300,                 ," Aug 23, 2024     ",#REF!, Starter , D    , RB   ,23, Netherlands                      ,Twente,UEFA Europa League,
Reinildo Mandava,15385,16615.8,1.648392857,800000,864000,,44592,#REF!,Reserve,D,LB,30,Mozambique,Atletico Madrid,La Liga,
Jonas Martin,15385,16615.8,1.648392857,800000,864000,,45126,#REF!,Reserve,M,DM,34,France,Auxerre,Ligue 1,
Tomas Cvancara,15385,16615.8,1.648392857,800000,864000,,45121,#REF!,Starter,F,CF,24,Czech Republic,Borussia Monchengladbach,Bundesliga,
Farès Chaïbi,15385,16615.8,1.648392857,800000,864000,,45168,#REF!,Starter,F,AM,21,Algeria,Eintracht Frankfurt,Bundesliga,
Mads Pedersen,15385,16615.8,1.648392857,800000,864000,,45121,#REF!,Reserve,D,LB,28,Denmark,FC Augsburg,Bundesliga,
Reece Oxford,15385,16615.8,1.648392857,800000,864000,,44504,#REF!,Reserve,D,CB,25,England,FC Augsburg,Bundesliga,
Jorge de Frutos,15385,16615.8,1.648392857,800000,864000,,45155,#REF!,Starter,F,RW,27,Spain,Rayo Vallecano,La Liga,
Abde Ezzalzouli,15385,16615.8,1.648392857,800000,864000,,45170,#REF!,Starter,F,LW,22,Morocco,Real Betis,La Liga,
Alidu Seidu,15385,16615.8,1.648392857,800000,864000,,45320,#REF!,Starter,D,CB,24,Ghana,Rennes,Ligue 1,
Woo-yeong Jeong,15385,16615.8,1.648392857,800000,864000,,45531,#REF!,Starter,F,AM,24,South Korea,Union Berlin,Bundesliga,
Diego López,15385,16615.8,1.648392857,800000,864000,,45392,#REF!,Reserve,F,LW,22,Spain,Valencia,La Liga,
Maximilian Wittek,15385,16615.8,1.648392857,800000,864000,,45152,#REF!,Starter,D,LB,29,Germany,VfL Bochum,Bundesliga,
 Iván Jaime               ,12885,16363.95,1.623407738,670000,850900,                 ," Aug 31, 2023     ",#REF!, Reserve , F    , AM   ,23, Spain                            ,Porto,UEFA Europa League,
Marvin Pieringer,15000,16200,1.607142857,780000,842400,,45110,#REF!,Starter,F,CF,24,Germany,1. FC Heidenheim,Bundesliga,
Joseph Lopy,15000,16200,1.607142857,780000,842400,,45126,#REF!,Reserve,M,CM,32,Senegal,Angers,Ligue 1,
Florian Ayé,15000,16200,1.607142857,780000,842400,,45138,#REF!,Reserve,F,CF,27,France,AS Monaco,Ligue 1,
Alessandro Gabrielloni,15000,16200,1.607142857,780000,842400,,43131,#REF!,Reserve,F,CF,30,Italy,Como,Serie A,
Oladapo Afolayan,15000,16200,1.607142857,780000,842400,,44945,#REF!,Starter,F,RW,26,England,FC St. Pauli,Bundesliga,
David Nemeth,15000,16200,1.607142857,780000,842400,,44743,#REF!,Reserve,D,CB,23,Austria,FC St. Pauli,Bundesliga,
Luis Milla,15000,16200,1.607142857,780000,842400,,44767,#REF!,Starter,M,CM,29,Spain,Getafe,La Liga,
Akim Zedadka,15000,16200,1.607142857,780000,842400,,44743,#REF!,Reserve,D,RB,29,Algeria,Lens,Ligue 1,
Augusto Batalla,15000,16200,1.607142857,780000,842400,,45527,#REF!,Starter,K,GK,28,Argentina,Rayo Vallecano,La Liga,
Florian Tardieu,15000,16200,1.607142857,780000,842400,,45455,#REF!,Reserve,M,CM,32,France,Saint-Etienne,Ligue 1,
Philipp Hofmann,15000,16200,1.607142857,780000,842400,,45162,#REF!,Starter,F,CF,31,Germany,VfL Bochum,Bundesliga,
Michael Zetterer,15000,16200,1.607142857,780000,842400,,45416,#REF!,Starter,K,GK,29,Germany,Werder Bremen,Bundesliga,
Brandon Soppy,14808,15992.64,1.586571429,770000,831600,,44792,#REF!,Reserve,D,RB,22,France,Atalanta,Serie A,
Lewis Ferguson,14808,15992.64,1.586571429,770000,831600,,45122,#REF!,Reserve,F,AM,25,Scotland,Bologna,Serie A,
Caleb Ekuban,14808,15992.64,1.586571429,770000,831600,,45471,#REF!,Reserve,F,CF,30,Ghana,Genoa,Serie A,
Abdou Harroui,14808,15992.64,1.586571429,770000,831600,,45482,#REF!,Reserve,M,CM,26,Morocco,Hellas Verona,Serie A,
Lassana Coulibaly,14808,15992.64,1.586571429,770000,831600,,45518,#REF!,Starter,M,CM,28,Mali,Lecce,Serie A,
Lautaro Valenti,14808,15992.64,1.586571429,770000,831600,,45468,#REF!,Reserve,D,CB,25,Argentina,Parma,Serie A,
Yordan Osorio,14808,15992.64,1.586571429,770000,831600,,45316,#REF!,Reserve,D,CB,30,Venezuela,Parma,Serie A,
Adrian Benedyczak,14808,15992.64,1.586571429,770000,831600,,45441,#REF!,Reserve,F,LW,23,Poland,Parma,Serie A,
Simon Adingra,12500,15875,1.574900794,650000,825500,,44743,#REF!,Starter,F,RW,22,Cote d'Ivoire,Brighton & Hove Albion,Premier League,
Carlos Baleba,12500,15875,1.574900794,650000,825500,,45167,#REF!,Starter,M,DM,20,Cameroon,Brighton & Hove Albion,Premier League,
Enso González,12500,15875,1.574900794,650000,825500,,45169,#REF!,Reserve,F,LW,19,Paraguay,Wolverhampton Wanderers,Premier League,
Iñigo Ruiz de Galarreta,14615,15784.2,1.565892857,760000,820800,,45108,#REF!,Starter,M,CM,31,Spain,Athletic Bilbao,La Liga,
Nestory Irankunda,14615,15784.2,1.565892857,760000,820800,,45474,#REF!,Reserve,F,RW,18,Australia,Bayern Munich,Bundesliga,
Koji Miyoshi,14615,15784.2,1.565892857,760000,820800,,45534,#REF!,Reserve,M,RM,27,Japan,VfL Bochum,Bundesliga,
Marnon Busch,14423,15576.84,1.545321429,750000,810000,,44907,#REF!,Starter,D,RB,29,Germany,1. FC Heidenheim,Bundesliga,
Patrick Mainka,14423,15576.84,1.545321429,750000,810000,,45280,#REF!,Starter,D,CB,29,Germany,1. FC Heidenheim,Bundesliga,
Gideon Mensah,14423,15576.84,1.545321429,750000,810000,,45568,#REF!,Starter,D,LB,26,Ghana,AS Monaco,Ligue 1,
Matej Kovar,14423,15576.84,1.545321429,750000,810000,,45153,#REF!,Reserve,K,GK,24,Czech Republic,Bayer Leverkusen,Bundesliga,
Jeanuël Belocian,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Reserve,D,CB,19,France,Bayer Leverkusen,Bundesliga,
Philipp Sander,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Starter,M,CM,26,Germany,Borussia Monchengladbach,Bundesliga,
Nediljko Labrovic,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Starter,K,GK,24,Croatia,FC Augsburg,Bundesliga,
Phillip Tietz,14423,15576.84,1.545321429,750000,810000,,45119,#REF!,Starter,F,CF,27,Germany,FC Augsburg,Bundesliga,
Samuel Essende,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Reserve,F,CF,26,Democratic Republic of the Congo,FC Augsburg,Bundesliga,
Chrislain Matsima,14423,15576.84,1.545321429,750000,810000,,45534,#REF!,Reserve,D,CB,22,France,FC Augsburg,Bundesliga,
Armin Gigovic,14423,15576.84,1.545321429,750000,810000,,45496,#REF!,Starter,M,CM,22,Bosnia-Herzegovina,Holstein Kiel,Bundesliga,
Steven Skrzybski,14423,15576.84,1.545321429,750000,810000,,45135,#REF!,Starter,F,AM,31,Germany,Holstein Kiel,Bundesliga,
Magnus Knudsen,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Starter,M,CM,23,Norway,Holstein Kiel,Bundesliga,
Paul Akouokou,14423,15576.84,1.545321429,750000,810000,,45170,#REF!,Reserve,M,DM,26,Cote d'Ivoire,Lille,Ligue 1,
Arnaud Nordin,14423,15576.84,1.545321429,750000,810000,,44743,#REF!,Starter,F,RW,26,France,Montpellier,Ligue 1,
Lucas Torró,14423,15576.84,1.545321429,750000,810000,,44721,#REF!,Starter,M,DM,30,Spain,Osasuna,La Liga,
Arsen Zakharyan,14423,15576.84,1.545321429,750000,810000,,45157,#REF!,Reserve,F,AM,21,Russia,Real Sociedad,La Liga,
Benjamin Bouchouari,14423,15576.84,1.545321429,750000,810000,,45455,#REF!,Reserve,M,CM,22,Morocco,Saint-Etienne,Ligue 1,
Eren Dinkçi,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Starter,F,RW,22,Turkey,SC Freiburg,Bundesliga,
Emanuel Emegha,14423,15576.84,1.545321429,750000,810000,,45129,#REF!,Starter,F,CF,21,Netherlands,Strasbourg,Ligue 1,
Leopold Querfeld,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Reserve,D,CB,20,Austria,Union Berlin,Bundesliga,
Tim Skarke,14423,15576.84,1.545321429,750000,810000,,45555,#REF!,Reserve,F,RW,27,Germany,Union Berlin,Bundesliga,
Yannik Keitel,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Reserve,M,DM,24,Germany,VfB Stuttgart,Bundesliga,
Konstantinos Koulierakis,14423,15576.84,1.545321429,750000,810000,,45534,#REF!,Starter,D,CB,20,Greece,VfL Wolfsburg,Bundesliga,
Marius Müller,14423,15576.84,1.545321429,750000,810000,,45474,#REF!,Reserve,K,GK,31,Germany,VfL Wolfsburg,Bundesliga,
Olivier Deman,14423,15576.84,1.545321429,750000,810000,,45169,#REF!,Reserve,M,LM,24,Belgium,Werder Bremen,Bundesliga,
Giovanni Fabbian,14231,15369.48,1.52475,740000,799200,,45158,#REF!,Starter,M,CM,21,Italy,Bologna,Serie A,
Benjamín Domínguez,14231,15369.48,1.52475,740000,799200,,45532,#REF!,Reserve,F,LW,20,Argentina,Bologna,Serie A,
Federico Ravaglia,14231,15369.48,1.52475,740000,799200,,45513,#REF!,Reserve,K,GK,24,Italy,Bologna,Serie A,
Adam Obert,14231,15369.48,1.52475,740000,799200,,45168,#REF!,Starter,D,CB,22,Slovakia,Cagliari,Serie A,
Alessandro Deiola,14231,15369.48,1.52475,740000,799200,,44774,#REF!,Reserve,M,CM,29,Italy,Cagliari,Serie A,
Federico Barba,14231,15369.48,1.52475,740000,799200,,45139,#REF!,Reserve,D,CB,31,Italy,Como,Serie A,
Edoardo Goldaniga,14231,15369.48,1.52475,740000,799200,,45319,#REF!,Reserve,D,CB,30,Italy,Como,Serie A,
Gabriel Strefezza,14231,15369.48,1.52475,740000,799200,,45474,#REF!,Starter,F,RW,27,Brazil,Como,Serie A,
Sebastiano Esposito,14231,15369.48,1.52475,740000,799200,,45490,#REF!,Starter,F,CF,22,Italy,Empoli,Serie A,
Matías Moreno,14231,15369.48,1.52475,740000,799200,,45534,#REF!,Reserve,D,CB,20,Argentina,Fiorentina,Serie A,
Koni De Winter,14231,15369.48,1.52475,740000,799200,,45474,#REF!,Starter,D,CB,22,Belgium,Genoa,Serie A,
Alessandro Zanoli,14231,15369.48,1.52475,740000,799200,,45484,#REF!,Starter,D,RB,23,Italy,Genoa,Serie A,
Tete Morente,14231,15369.48,1.52475,740000,799200,,45474,#REF!,Reserve,F,LW,27,Spain,Lecce,Serie A,
Giovanni Leoni,14231,15369.48,1.52475,740000,799200,,45531,#REF!,Reserve,D,CB,17,Italy,Parma,Serie A,
Leandro Chichizola,14231,15369.48,1.52475,740000,799200,,45162,#REF!,Reserve,K,GK,34,Argentina,Parma,Serie A,
Botond Balogh,14231,15369.48,1.52475,740000,799200,,45408,#REF!,Starter,D,CB,22,Hungary,Parma,Serie A,
Damián Pizarro,14231,15369.48,1.52475,740000,799200,,45475,#REF!,Reserve,F,CF,19,Chile,Udinese,Serie A,
Rui Modesto,14231,15369.48,1.52475,740000,799200,,45534,#REF!,Reserve,M,RM,24,Angola,Udinese,Serie A,
Antonio Raimondo,14231,15369.48,1.52475,740000,799200,,45512,#REF!,Reserve,F,CF,20,Italy,Venezia,Serie A,
Gaetano Oristanio,14231,15369.48,1.52475,740000,799200,,45486,#REF!,Starter,F,AM,21,Italy,Venezia,Serie A,
Aleksandar Sedlar,14038,15161.04,1.504071429,730000,788400,,45275,#REF!,Reserve,D,CB,32,Serbia,Alaves,La Liga,
Julen Agirrezabala,14038,15161.04,1.504071429,730000,788400,,45443,#REF!,Reserve,K,GK,23,Spain,Athletic Bilbao,La Liga,
Ørjan Nyland,14038,15161.04,1.504071429,730000,788400,,45435,#REF!,Starter,K,GK,33,Norway,Sevilla,La Liga,
 Hugo Bueno                     ,11923,15142.21,1.502203373,620000,787400,                 ," Aug 13, 2024     ",#REF!, Reserve , D    , LB   ,21, Spain                            ,Feyenoord,UEFA Champions League,
 Olivier Boscagli               ,11923,15142.21,1.502203373,620000,787400,                 ," Jun 25, 2021     ",#REF!, Starter , D    , CB   ,26, France                           ,PSV Eindhoven,UEFA Champions League,
Mikkel Kaufmann,13846,14953.68,1.4835,720000,777600,,45474,#REF!,Starter,F,CF,23,Denmark,1. FC Heidenheim,Bundesliga,
Denis Thomalla,13846,14953.68,1.4835,720000,777600,,45023,#REF!,Reserve,F,AM,32,Germany,1. FC Heidenheim,Bundesliga,
Adrian Beck,13846,14953.68,1.4835,720000,777600,,45536,#REF!,Reserve,F,AM,27,Germany,1. FC Heidenheim,Bundesliga,
Asier Villalibre,13846,14953.68,1.4835,720000,777600,,45488,#REF!,Reserve,F,CF,26,Spain,Alaves,La Liga,
Elisha Owusu,13846,14953.68,1.4835,720000,777600,,45469,#REF!,Starter,M,DM,26,Ghana,AS Monaco,Ligue 1,
Saad Agouzoul,13846,14953.68,1.4835,720000,777600,,45113,#REF!,Reserve,D,CB,27,Morocco,AS Monaco,Ligue 1,
Gabriel Osho,13846,14953.68,1.4835,720000,777600,,45484,#REF!,Starter,D,CB,26,Nigeria,AS Monaco,Ligue 1,
Rayan Raveloson,13846,14953.68,1.4835,720000,777600,,45218,#REF!,Reserve,M,DM,27,Madagascar,AS Monaco,Ligue 1,
Kenny Lala,13846,14953.68,1.4835,720000,777600,,45119,#REF!,Starter,D,RB,32,France,Auxerre,Ligue 1,
Arthur,13846,14953.68,1.4835,720000,777600,,45108,#REF!,Reserve,D,RB,21,Brazil,Bayer Leverkusen,Bundesliga,
Rocco Reitz,13846,14953.68,1.4835,720000,777600,,45323,#REF!,Reserve,M,CM,22,Germany,Borussia Monchengladbach,Bundesliga,
Éric Ebimbe,13846,14953.68,1.4835,720000,777600,,45108,#REF!,Reserve,M,RM,23,France,Eintracht Frankfurt,Bundesliga,
Bojan Miovski,13846,14953.68,1.4835,720000,777600,,45519,#REF!,Reserve,F,CF,25,North Macedonia,Girona,La Liga,
Javi Muñoz,13846,14953.68,1.4835,720000,777600,,45108,#REF!,Starter,M,CM,29,Spain,Las Palmas,La Liga,
Pejiño,13846,14953.68,1.4835,720000,777600,,45099,#REF!,Reserve,F,LW,28,Spain,Las Palmas,La Liga,
David Costa,13846,14953.68,1.4835,720000,777600,,45001,#REF!,Reserve,F,AM,23,Portugal,Le Havre,Ligue 1,
Hervé Koffi,13846,14953.68,1.4835,720000,777600,,45474,#REF!,Reserve,K,GK,27,Burkina Faso,Le Havre,Ligue 1,
Jimmy Cabot,13846,14953.68,1.4835,720000,777600,,44743,#REF!,Reserve,M,RM,30,France,Le Havre,Ligue 1,
Mohamed Bayo,13846,14953.68,1.4835,720000,777600,,44755,#REF!,Reserve,F,CF,26,Guinea,Lens,Ligue 1,
Matias Fernandez-Pardo,13846,14953.68,1.4835,720000,777600,,45534,#REF!,Reserve,F,LW,19,Belgium,Lens,Ligue 1,
Derek Cornelius,13846,14953.68,1.4835,720000,777600,,45508,#REF!,Starter,D,CB,26,Canada,Lyon,Ligue 1,
Robert Navarro,13846,14953.68,1.4835,720000,777600,,45533,#REF!,Starter,F,AM,22,Spain,Mallorca,La Liga,
Marcus Coco,13846,14953.68,1.4835,720000,777600,,45111,#REF!,Reserve,F,RW,28,Guadeloupe,Nantes,Ligue 1,
Pedro Chirivella,13846,14953.68,1.4835,720000,777600,,44679,#REF!,Starter,M,DM,27,Spain,Nantes,Ligue 1,
Johann Lepenant,13846,14953.68,1.4835,720000,777600,,45514,#REF!,Reserve,M,DM,21,France,Nantes,Ligue 1,
Moïse Bombito,13846,14953.68,1.4835,720000,777600,,45523,#REF!,Starter,D,CB,24,Canada,Nice,Ligue 1,
Mohamed Abdelmonem,13846,14953.68,1.4835,720000,777600,,45533,#REF!,Reserve,D,CB,25,Egypt,Nice,Ligue 1,
Iker Muñoz,13846,14953.68,1.4835,720000,777600,,45174,#REF!,Reserve,M,DM,21,Spain,Osasuna,La Liga,
Senny Mayulu,13846,14953.68,1.4835,720000,777600,,45432,#REF!,Reserve,F,AM,18,France,Paris Saint-Germain,Ligue 1,
Pedro Díaz,13846,14953.68,1.4835,720000,777600,,45509,#REF!,Reserve,M,CM,26,Spain,Rayo Vallecano,La Liga,
Javi López,13846,14953.68,1.4835,720000,777600,,45494,#REF!,Starter,D,LB,22,Spain,Real Sociedad,La Liga,
Marshall Munetsi,13846,14953.68,1.4835,720000,777600,,45051,#REF!,Starter,M,CM,28,Zimbabwe,Reims,Ligue 1,
Thibault De Smet,13846,14953.68,1.4835,720000,777600,,45084,#REF!,Reserve,D,LB,26,Belgium,Reims,Ligue 1,
Aimen Moueffek,13846,14953.68,1.4835,720000,777600,,45476,#REF!,Starter,M,CM,23,Morocco,Saint-Etienne,Ligue 1,
Lucas Stassin,13846,14953.68,1.4835,720000,777600,,45534,#REF!,Reserve,F,CF,19,Belgium,Saint-Etienne,Ligue 1,
Mickaël Nade,13846,14953.68,1.4835,720000,777600,,45497,#REF!,Starter,D,CB,25,France,Saint-Etienne,Ligue 1,
Dylan Batubinsika,13846,14953.68,1.4835,720000,777600,,45446,#REF!,Starter,D,CB,28,Democratic Republic of the Congo,Saint-Etienne,Ligue 1,
Augustine Boakye,13846,14953.68,1.4835,720000,777600,,45486,#REF!,Reserve,F,AM,23,Ghana,Saint-Etienne,Ligue 1,
Álvaro Fernández,13846,14953.68,1.4835,720000,777600,,45516,#REF!,Reserve,K,GK,26,Spain,Sevilla,La Liga,
Eduard Sobol,13846,14953.68,1.4835,720000,777600,,44949,#REF!,Reserve,D,LB,29,Ukraine,Strasbourg,Ligue 1,
Caleb Wiley,13846,14953.68,1.4835,720000,777600,,45515,#REF!,Reserve,D,LB,19,United States,Strasbourg,Ligue 1,
Diego Moreira,13846,14953.68,1.4835,720000,777600,,45520,#REF!,Starter,F,LW,20,Portugal,Strasbourg,Ligue 1,
Óscar Perea,13846,14953.68,1.4835,720000,777600,,45475,#REF!,Reserve,F,LW,18,Colombia,Strasbourg,Ligue 1,
Charlie Cresswell,13846,14953.68,1.4835,720000,777600,,45481,#REF!,Reserve,D,CB,22,England,Toulouse,Ligue 1,
Amath Ndiaye,13846,14953.68,1.4835,720000,777600,,45474,#REF!,Starter,F,RW,28,Senegal,Valladolid,La Liga,
Marco Friedl,13846,14953.68,1.4835,720000,777600,,44743,#REF!,Starter,D,CB,26,Austria,Werder Bremen,Bundesliga,
Angel Gomes,13654,14746.32,1.462928571,710000,766800,,44052,#REF!,Starter,F,AM,24,England,Lens,Ligue 1,
 Gastón Ávila                   ,11538,14653.26,1.453696429,600000,762000,                 ," Aug 22, 2023     ",#REF!, Reserve , D    , CB   ,22, Argentina                        ,Ajax,UEFA Europa League,
